south_1,south_2,north_1,north_2,east_1,east_2,west_1,west_2,datetime,intersection,day,day_name
27,24,28,24,27,30,29,31,2024-04-18 22:00:00,Yonge and Bloor,3,Thursday
26,24,27,27,31,30,27,28,2024-04-18 22:15:00,Yonge and Bloor,3,Thursday
24,27,24,24,31,31,27,28,2024-04-18 22:30:00,Yonge and Bloor,3,Thursday
28,25,31,24,31,30,30,30,2024-04-18 22:45:00,Yonge and Bloor,3,Thursday
4,3,4,1,7,6,6,6,2024-04-18 23:00:00,Yonge and Bloor,3,Thursday
4,2,1,1,4,4,3,7,2024-04-18 23:15:00,Yonge and Bloor,3,Thursday
4,3,1,3,4,3,5,4,2024-04-18 23:30:00,Yonge and Bloor,3,Thursday
6,3,1,3,4,8,3,5,2024-04-18 23:45:00,Yonge and Bloor,3,Thursday
2,3,3,3,8,7,5,7,2024-04-19 00:00:00,Yonge and Bloor,4,Friday
5,4,3,1,8,9,7,4,2024-04-19 00:15:00,Yonge and Bloor,4,Friday
5,3,4,4,8,7,7,6,2024-04-19 00:30:00,Yonge and Bloor,4,Friday
5,4,4,4,8,4,5,5,2024-04-19 00:45:00,Yonge and Bloor,4,Friday
3,2,2,5,8,5,6,7,2024-04-19 01:00:00,Yonge and Bloor,4,Friday
4,5,4,2,4,7,8,6,2024-04-19 01:15:00,Yonge and Bloor,4,Friday
3,4,5,2,4,7,6,6,2024-04-19 01:30:00,Yonge and Bloor,4,Friday
5,1,5,3,8,5,7,5,2024-04-19 01:45:00,Yonge and Bloor,4,Friday
3,2,1,1,8,10,7,7,2024-04-19 02:00:00,Yonge and Bloor,4,Friday
5,2,1,2,8,5,5,8,2024-04-19 02:15:00,Yonge and Bloor,4,Friday
3,5,1,3,8,4,7,7,2024-04-19 02:30:00,Yonge and Bloor,4,Friday
5,5,1,1,7,3,6,4,2024-04-19 02:45:00,Yonge and Bloor,4,Friday
8,5,5,5,8,6,7,6,2024-04-19 03:00:00,Yonge and Bloor,4,Friday
2,4,6,2,5,4,7,6,2024-04-19 03:15:00,Yonge and Bloor,4,Friday
1,2,3,4,5,8,8,6,2024-04-19 03:30:00,Yonge and Bloor,4,Friday
4,4,6,5,8,10,9,4,2024-04-19 03:45:00,Yonge and Bloor,4,Friday
3,1,5,3,5,10,8,6,2024-04-19 04:00:00,Yonge and Bloor,4,Friday
8,4,2,2,7,6,5,4,2024-04-19 04:15:00,Yonge and Bloor,4,Friday
5,2,3,1,8,6,7,4,2024-04-19 04:30:00,Yonge and Bloor,4,Friday
3,5,5,3,8,7,6,6,2024-04-19 04:45:00,Yonge and Bloor,4,Friday
17,14,17,18,21,16,21,19,2024-04-19 05:00:00,Yonge and Bloor,4,Friday
17,16,15,19,20,19,20,18,2024-04-19 05:15:00,Yonge and Bloor,4,Friday
19,21,18,13,24,22,16,17,2024-04-19 05:30:00,Yonge and Bloor,4,Friday
16,17,20,14,18,21,21,18,2024-04-19 05:45:00,Yonge and Bloor,4,Friday
18,14,17,21,20,22,25,24,2024-04-19 06:00:00,Yonge and Bloor,4,Friday
20,13,17,20,21,15,22,20,2024-04-19 06:15:00,Yonge and Bloor,4,Friday
17,20,14,17,23,19,20,21,2024-04-19 06:30:00,Yonge and Bloor,4,Friday
20,16,19,16,21,24,21,24,2024-04-19 06:45:00,Yonge and Bloor,4,Friday
16,21,23,21,20,16,22,23,2024-04-19 07:00:00,Yonge and Bloor,4,Friday
21,20,13,20,19,19,17,23,2024-04-19 07:15:00,Yonge and Bloor,4,Friday
13,13,14,21,22,17,25,19,2024-04-19 07:30:00,Yonge and Bloor,4,Friday
18,13,14,16,18,18,17,16,2024-04-19 07:45:00,Yonge and Bloor,4,Friday
22,24,24,21,25,26,24,25,2024-04-19 08:00:00,Yonge and Bloor,4,Friday
22,21,25,25,26,23,25,26,2024-04-19 08:15:00,Yonge and Bloor,4,Friday
22,24,25,21,26,25,29,26,2024-04-19 08:30:00,Yonge and Bloor,4,Friday
27,25,27,22,26,29,24,28,2024-04-19 08:45:00,Yonge and Bloor,4,Friday
13,20,16,20,19,17,20,22,2024-04-19 09:00:00,Yonge and Bloor,4,Friday
18,14,21,21,16,20,17,19,2024-04-19 09:15:00,Yonge and Bloor,4,Friday
20,19,18,15,18,20,17,20,2024-04-19 09:30:00,Yonge and Bloor,4,Friday
15,18,19,17,24,18,23,24,2024-04-19 09:45:00,Yonge and Bloor,4,Friday
46,38,44,32,39,41,40,46,2024-04-19 10:00:00,Yonge and Bloor,4,Friday
40,42,38,38,46,36,40,37,2024-04-19 10:15:00,Yonge and Bloor,4,Friday
36,32,37,33,49,38,48,47,2024-04-19 10:30:00,Yonge and Bloor,4,Friday
44,32,38,33,45,43,40,44,2024-04-19 10:45:00,Yonge and Bloor,4,Friday
42,44,44,35,37,47,38,35,2024-04-19 11:00:00,Yonge and Bloor,4,Friday
36,43,36,45,48,35,44,43,2024-04-19 11:15:00,Yonge and Bloor,4,Friday
32,38,42,40,46,45,40,45,2024-04-19 11:30:00,Yonge and Bloor,4,Friday
32,35,44,42,46,40,40,41,2024-04-19 11:45:00,Yonge and Bloor,4,Friday
26,24,28,25,29,31,29,28,2024-04-19 12:00:00,Yonge and Bloor,4,Friday
28,26,24,25,29,29,28,28,2024-04-19 12:15:00,Yonge and Bloor,4,Friday
24,26,28,25,28,31,27,29,2024-04-19 12:30:00,Yonge and Bloor,4,Friday
24,25,26,26,27,29,29,28,2024-04-19 12:45:00,Yonge and Bloor,4,Friday
15,17,16,14,17,23,17,22,2024-04-19 13:00:00,Yonge and Bloor,4,Friday
15,18,19,20,20,18,17,18,2024-04-19 13:15:00,Yonge and Bloor,4,Friday
21,17,15,16,20,20,23,22,2024-04-19 13:30:00,Yonge and Bloor,4,Friday
16,20,13,16,21,17,21,18,2024-04-19 13:45:00,Yonge and Bloor,4,Friday
21,21,17,20,22,21,17,20,2024-04-19 14:00:00,Yonge and Bloor,4,Friday
13,19,20,21,21,23,19,16,2024-04-19 14:15:00,Yonge and Bloor,4,Friday
14,21,16,17,16,17,21,23,2024-04-19 14:30:00,Yonge and Bloor,4,Friday
17,15,18,16,17,26,21,22,2024-04-19 14:45:00,Yonge and Bloor,4,Friday
20,20,15,13,22,15,25,16,2024-04-19 15:00:00,Yonge and Bloor,4,Friday
18,14,15,15,20,23,16,18,2024-04-19 15:15:00,Yonge and Bloor,4,Friday
18,19,17,16,23,22,25,23,2024-04-19 15:30:00,Yonge and Bloor,4,Friday
19,17,16,15,20,20,18,23,2024-04-19 15:45:00,Yonge and Bloor,4,Friday
25,14,15,20,24,17,22,19,2024-04-19 16:00:00,Yonge and Bloor,4,Friday
18,17,19,15,19,20,20,24,2024-04-19 16:15:00,Yonge and Bloor,4,Friday
19,13,18,14,21,19,20,18,2024-04-19 16:30:00,Yonge and Bloor,4,Friday
21,20,16,15,24,19,17,20,2024-04-19 16:45:00,Yonge and Bloor,4,Friday
33,44,39,42,36,39,42,48,2024-04-19 17:00:00,Yonge and Bloor,4,Friday
43,34,36,40,39,48,47,48,2024-04-19 17:15:00,Yonge and Bloor,4,Friday
39,41,37,44,38,36,36,35,2024-04-19 17:30:00,Yonge and Bloor,4,Friday
35,39,37,38,46,43,36,38,2024-04-19 17:45:00,Yonge and Bloor,4,Friday
43,33,38,43,48,43,45,48,2024-04-19 18:00:00,Yonge and Bloor,4,Friday
32,36,39,37,38,34,44,39,2024-04-19 18:15:00,Yonge and Bloor,4,Friday
46,38,46,40,44,41,39,41,2024-04-19 18:30:00,Yonge and Bloor,4,Friday
40,32,39,46,41,39,43,47,2024-04-19 18:45:00,Yonge and Bloor,4,Friday
15,13,18,13,20,24,23,21,2024-04-19 19:00:00,Yonge and Bloor,4,Friday
15,15,16,13,19,21,19,20,2024-04-19 19:15:00,Yonge and Bloor,4,Friday
20,16,20,14,20,19,15,18,2024-04-19 19:30:00,Yonge and Bloor,4,Friday
18,20,15,19,22,24,21,17,2024-04-19 19:45:00,Yonge and Bloor,4,Friday
14,14,16,14,17,18,19,18,2024-04-19 20:00:00,Yonge and Bloor,4,Friday
20,21,14,16,24,25,18,18,2024-04-19 20:15:00,Yonge and Bloor,4,Friday
20,18,17,21,20,21,22,21,2024-04-19 20:30:00,Yonge and Bloor,4,Friday
14,19,13,21,22,19,22,20,2024-04-19 20:45:00,Yonge and Bloor,4,Friday
15,20,16,15,23,15,24,24,2024-04-19 21:00:00,Yonge and Bloor,4,Friday
20,18,19,13,24,17,20,24,2024-04-19 21:15:00,Yonge and Bloor,4,Friday
13,21,20,17,18,22,23,24,2024-04-19 21:30:00,Yonge and Bloor,4,Friday
14,18,20,15,20,21,21,24,2024-04-19 21:45:00,Yonge and Bloor,4,Friday
18,15,21,14,20,20,23,23,2024-04-19 22:00:00,Yonge and Bloor,4,Friday
20,14,17,17,24,15,17,18,2024-04-19 22:15:00,Yonge and Bloor,4,Friday
25,20,17,21,24,15,21,20,2024-04-19 22:30:00,Yonge and Bloor,4,Friday
13,17,16,13,19,18,20,24,2024-04-19 22:45:00,Yonge and Bloor,4,Friday
3,2,5,2,4,4,7,8,2024-04-19 23:00:00,Yonge and Bloor,4,Friday
2,5,5,3,8,9,5,7,2024-04-19 23:15:00,Yonge and Bloor,4,Friday
3,2,2,2,7,7,9,5,2024-04-19 23:30:00,Yonge and Bloor,4,Friday
2,4,3,5,7,6,6,4,2024-04-19 23:45:00,Yonge and Bloor,4,Friday
3,3,3,5,8,6,8,7,2024-04-20 00:00:00,Yonge and Bloor,5,Saturday
4,5,4,4,7,10,6,7,2024-04-20 00:15:00,Yonge and Bloor,5,Saturday
4,3,8,3,6,10,9,6,2024-04-20 00:30:00,Yonge and Bloor,5,Saturday
9,3,5,3,7,7,7,7,2024-04-20 00:45:00,Yonge and Bloor,5,Saturday
4,3,3,5,6,10,6,6,2024-04-20 01:00:00,Yonge and Bloor,5,Saturday
5,4,3,4,6,5,8,6,2024-04-20 01:15:00,Yonge and Bloor,5,Saturday
4,5,7,3,8,8,8,7,2024-04-20 01:30:00,Yonge and Bloor,5,Saturday
4,4,7,5,7,10,8,6,2024-04-20 01:45:00,Yonge and Bloor,5,Saturday
3,5,7,3,6,5,6,7,2024-04-20 02:00:00,Yonge and Bloor,5,Saturday
4,5,3,3,7,6,7,6,2024-04-20 02:15:00,Yonge and Bloor,5,Saturday
5,5,8,5,6,7,7,7,2024-04-20 02:30:00,Yonge and Bloor,5,Saturday
4,3,8,5,8,6,5,8,2024-04-20 02:45:00,Yonge and Bloor,5,Saturday
4,3,4,4,7,7,7,7,2024-04-20 03:00:00,Yonge and Bloor,5,Saturday
4,5,5,3,7,6,5,6,2024-04-20 03:15:00,Yonge and Bloor,5,Saturday
3,4,5,3,7,10,6,7,2024-04-20 03:30:00,Yonge and Bloor,5,Saturday
4,5,5,4,7,7,7,8,2024-04-20 03:45:00,Yonge and Bloor,5,Saturday
4,3,5,4,6,5,7,8,2024-04-20 04:00:00,Yonge and Bloor,5,Saturday
5,3,4,3,6,8,6,7,2024-04-20 04:15:00,Yonge and Bloor,5,Saturday
3,4,5,4,6,7,5,8,2024-04-20 04:30:00,Yonge and Bloor,5,Saturday
4,4,5,3,6,7,7,8,2024-04-20 04:45:00,Yonge and Bloor,5,Saturday
17,15,17,17,20,14,14,21,2024-04-20 05:00:00,Yonge and Bloor,5,Saturday
17,12,17,14,17,14,21,21,2024-04-20 05:15:00,Yonge and Bloor,5,Saturday
16,13,16,14,17,13,16,21,2024-04-20 05:30:00,Yonge and Bloor,5,Saturday
18,11,14,13,18,17,20,17,2024-04-20 05:45:00,Yonge and Bloor,5,Saturday
12,16,15,14,17,22,19,20,2024-04-20 06:00:00,Yonge and Bloor,5,Saturday
14,13,15,11,15,19,17,20,2024-04-20 06:15:00,Yonge and Bloor,5,Saturday
13,13,18,12,14,19,17,15,2024-04-20 06:30:00,Yonge and Bloor,5,Saturday
17,18,15,17,20,17,16,20,2024-04-20 06:45:00,Yonge and Bloor,5,Saturday
13,18,12,16,19,18,18,18,2024-04-20 07:00:00,Yonge and Bloor,5,Saturday
17,18,13,15,16,19,19,20,2024-04-20 07:15:00,Yonge and Bloor,5,Saturday
16,18,18,14,16,14,14,18,2024-04-20 07:30:00,Yonge and Bloor,5,Saturday
13,16,14,13,15,21,14,17,2024-04-20 07:45:00,Yonge and Bloor,5,Saturday
21,20,20,20,24,22,23,23,2024-04-20 08:00:00,Yonge and Bloor,5,Saturday
21,21,21,21,23,23,23,23,2024-04-20 08:15:00,Yonge and Bloor,5,Saturday
21,20,20,20,23,22,22,23,2024-04-20 08:30:00,Yonge and Bloor,5,Saturday
25,20,21,21,23,22,24,24,2024-04-20 08:45:00,Yonge and Bloor,5,Saturday
15,14,11,15,15,15,14,17,2024-04-20 09:00:00,Yonge and Bloor,5,Saturday
18,15,14,16,19,20,16,17,2024-04-20 09:15:00,Yonge and Bloor,5,Saturday
13,16,14,15,21,15,18,14,2024-04-20 09:30:00,Yonge and Bloor,5,Saturday
17,13,11,12,18,18,16,16,2024-04-20 09:45:00,Yonge and Bloor,5,Saturday
34,33,32,33,39,32,46,39,2024-04-20 10:00:00,Yonge and Bloor,5,Saturday
30,44,36,36,41,42,45,41,2024-04-20 10:15:00,Yonge and Bloor,5,Saturday
36,42,39,31,36,42,40,42,2024-04-20 10:30:00,Yonge and Bloor,5,Saturday
30,31,39,33,32,40,47,43,2024-04-20 10:45:00,Yonge and Bloor,5,Saturday
33,34,43,31,36,35,46,38,2024-04-20 11:00:00,Yonge and Bloor,5,Saturday
31,30,41,34,44,40,41,41,2024-04-20 11:15:00,Yonge and Bloor,5,Saturday
31,31,29,41,45,42,33,43,2024-04-20 11:30:00,Yonge and Bloor,5,Saturday
38,40,35,39,37,34,45,35,2024-04-20 11:45:00,Yonge and Bloor,5,Saturday
26,25,21,21,28,25,28,28,2024-04-20 12:00:00,Yonge and Bloor,5,Saturday
24,26,26,22,27,24,25,29,2024-04-20 12:15:00,Yonge and Bloor,5,Saturday
24,21,27,26,27,26,28,28,2024-04-20 12:30:00,Yonge and Bloor,5,Saturday
27,25,21,24,26,27,23,26,2024-04-20 12:45:00,Yonge and Bloor,5,Saturday
15,14,15,18,17,18,20,16,2024-04-20 13:00:00,Yonge and Bloor,5,Saturday
18,17,12,16,15,19,20,15,2024-04-20 13:15:00,Yonge and Bloor,5,Saturday
11,17,15,16,20,14,15,19,2024-04-20 13:30:00,Yonge and Bloor,5,Saturday
11,18,21,17,21,16,15,17,2024-04-20 13:45:00,Yonge and Bloor,5,Saturday
17,12,14,14,18,19,13,14,2024-04-20 14:00:00,Yonge and Bloor,5,Saturday
13,14,14,14,21,13,21,20,2024-04-20 14:15:00,Yonge and Bloor,5,Saturday
18,14,17,18,18,13,18,20,2024-04-20 14:30:00,Yonge and Bloor,5,Saturday
16,18,15,16,14,16,14,21,2024-04-20 14:45:00,Yonge and Bloor,5,Saturday
14,16,16,16,15,20,22,14,2024-04-20 15:00:00,Yonge and Bloor,5,Saturday
17,13,13,17,19,17,18,17,2024-04-20 15:15:00,Yonge and Bloor,5,Saturday
18,16,20,15,17,21,16,15,2024-04-20 15:30:00,Yonge and Bloor,5,Saturday
15,14,11,15,19,13,17,17,2024-04-20 15:45:00,Yonge and Bloor,5,Saturday
14,14,19,12,21,19,15,16,2024-04-20 16:00:00,Yonge and Bloor,5,Saturday
17,16,17,14,17,23,17,20,2024-04-20 16:15:00,Yonge and Bloor,5,Saturday
19,15,15,17,14,17,18,19,2024-04-20 16:30:00,Yonge and Bloor,5,Saturday
16,14,17,14,16,17,16,16,2024-04-20 16:45:00,Yonge and Bloor,5,Saturday
32,30,34,32,40,34,48,37,2024-04-20 17:00:00,Yonge and Bloor,5,Saturday
31,33,35,40,38,36,46,39,2024-04-20 17:15:00,Yonge and Bloor,5,Saturday
39,40,46,41,42,36,36,38,2024-04-20 17:30:00,Yonge and Bloor,5,Saturday
44,30,36,40,45,42,36,34,2024-04-20 17:45:00,Yonge and Bloor,5,Saturday
43,31,44,35,46,34,42,46,2024-04-20 18:00:00,Yonge and Bloor,5,Saturday
44,37,40,32,37,39,38,46,2024-04-20 18:15:00,Yonge and Bloor,5,Saturday
36,33,36,34,32,34,43,43,2024-04-20 18:30:00,Yonge and Bloor,5,Saturday
35,29,34,30,39,38,39,37,2024-04-20 18:45:00,Yonge and Bloor,5,Saturday
12,15,15,16,20,16,16,15,2024-04-20 19:00:00,Yonge and Bloor,5,Saturday
15,16,12,12,20,17,19,16,2024-04-20 19:15:00,Yonge and Bloor,5,Saturday
15,18,14,16,15,20,16,14,2024-04-20 19:30:00,Yonge and Bloor,5,Saturday
18,12,15,13,15,19,17,17,2024-04-20 19:45:00,Yonge and Bloor,5,Saturday
12,14,11,15,18,17,16,21,2024-04-20 20:00:00,Yonge and Bloor,5,Saturday
17,16,17,16,18,19,20,14,2024-04-20 20:15:00,Yonge and Bloor,5,Saturday
16,16,15,14,19,14,13,17,2024-04-20 20:30:00,Yonge and Bloor,5,Saturday
11,12,11,11,14,14,18,14,2024-04-20 20:45:00,Yonge and Bloor,5,Saturday
18,14,17,12,16,16,13,16,2024-04-20 21:00:00,Yonge and Bloor,5,Saturday
12,18,17,13,15,16,19,17,2024-04-20 21:15:00,Yonge and Bloor,5,Saturday
15,13,11,15,15,17,13,18,2024-04-20 21:30:00,Yonge and Bloor,5,Saturday
11,16,15,16,19,16,13,15,2024-04-20 21:45:00,Yonge and Bloor,5,Saturday
17,18,17,13,14,15,21,15,2024-04-20 22:00:00,Yonge and Bloor,5,Saturday
19,17,18,13,14,20,15,16,2024-04-20 22:15:00,Yonge and Bloor,5,Saturday
13,15,15,12,21,16,19,14,2024-04-20 22:30:00,Yonge and Bloor,5,Saturday
20,12,12,18,20,16,17,16,2024-04-20 22:45:00,Yonge and Bloor,5,Saturday
5,3,3,4,6,8,5,8,2024-04-20 23:00:00,Yonge and Bloor,5,Saturday
3,3,6,5,7,10,5,6,2024-04-20 23:15:00,Yonge and Bloor,5,Saturday
5,3,3,5,8,6,7,7,2024-04-20 23:30:00,Yonge and Bloor,5,Saturday
3,5,4,4,8,8,6,6,2024-04-20 23:45:00,Yonge and Bloor,5,Saturday
3,5,3,5,6,6,7,8,2024-04-21 00:00:00,Yonge and Bloor,6,Sunday
3,5,3,4,8,10,8,8,2024-04-21 00:15:00,Yonge and Bloor,6,Sunday
7,3,4,4,6,10,7,7,2024-04-21 00:30:00,Yonge and Bloor,6,Sunday
4,5,3,3,6,6,9,6,2024-04-21 00:45:00,Yonge and Bloor,6,Sunday
3,4,5,4,7,8,9,6,2024-04-21 01:00:00,Yonge and Bloor,6,Sunday
3,5,4,4,7,7,5,8,2024-04-21 01:15:00,Yonge and Bloor,6,Sunday
8,5,3,5,7,7,6,8,2024-04-21 01:30:00,Yonge and Bloor,6,Sunday
5,4,3,3,8,6,5,8,2024-04-21 01:45:00,Yonge and Bloor,6,Sunday
3,3,3,4,6,5,7,6,2024-04-21 02:00:00,Yonge and Bloor,6,Sunday
5,3,4,4,7,5,7,6,2024-04-21 02:15:00,Yonge and Bloor,6,Sunday
7,3,5,5,8,9,5,6,2024-04-21 02:30:00,Yonge and Bloor,6,Sunday
5,3,5,3,8,10,5,6,2024-04-21 02:45:00,Yonge and Bloor,6,Sunday
9,4,4,3,6,10,5,6,2024-04-21 03:00:00,Yonge and Bloor,6,Sunday
3,4,8,3,8,5,7,6,2024-04-21 03:15:00,Yonge and Bloor,6,Sunday
5,3,5,4,7,7,5,7,2024-04-21 03:30:00,Yonge and Bloor,6,Sunday
4,4,3,4,7,5,5,6,2024-04-21 03:45:00,Yonge and Bloor,6,Sunday
4,5,5,4,8,8,7,7,2024-04-21 04:00:00,Yonge and Bloor,6,Sunday
3,4,8,5,6,5,5,7,2024-04-21 04:15:00,Yonge and Bloor,6,Sunday
3,3,4,5,7,6,6,8,2024-04-21 04:30:00,Yonge and Bloor,6,Sunday
4,4,4,3,8,7,8,8,2024-04-21 04:45:00,Yonge and Bloor,6,Sunday
13,17,11,11,19,18,13,19,2024-04-21 05:00:00,Yonge and Bloor,6,Sunday
13,17,17,15,19,13,20,17,2024-04-21 05:15:00,Yonge and Bloor,6,Sunday
16,11,15,14,16,19,17,18,2024-04-21 05:30:00,Yonge and Bloor,6,Sunday
16,13,15,15,19,19,19,18,2024-04-21 05:45:00,Yonge and Bloor,6,Sunday
14,14,20,11,18,16,14,19,2024-04-21 06:00:00,Yonge and Bloor,6,Sunday
15,11,13,18,17,16,20,14,2024-04-21 06:15:00,Yonge and Bloor,6,Sunday
17,13,14,16,21,21,20,19,2024-04-21 06:30:00,Yonge and Bloor,6,Sunday
11,18,18,13,14,21,18,17,2024-04-21 06:45:00,Yonge and Bloor,6,Sunday
16,11,17,17,18,15,19,19,2024-04-21 07:00:00,Yonge and Bloor,6,Sunday
17,17,12,16,18,16,13,19,2024-04-21 07:15:00,Yonge and Bloor,6,Sunday
13,15,12,18,16,18,13,19,2024-04-21 07:30:00,Yonge and Bloor,6,Sunday
17,13,16,11,21,21,17,17,2024-04-21 07:45:00,Yonge and Bloor,6,Sunday
25,21,20,21,23,22,24,24,2024-04-21 08:00:00,Yonge and Bloor,6,Sunday
21,20,20,20,24,25,23,23,2024-04-21 08:15:00,Yonge and Bloor,6,Sunday
20,21,24,21,23,23,22,24,2024-04-21 08:30:00,Yonge and Bloor,6,Sunday
20,20,21,21,24,25,24,23,2024-04-21 08:45:00,Yonge and Bloor,6,Sunday
14,16,18,15,17,13,21,19,2024-04-21 09:00:00,Yonge and Bloor,6,Sunday
15,18,15,18,16,21,16,19,2024-04-21 09:15:00,Yonge and Bloor,6,Sunday
13,16,18,18,21,18,14,21,2024-04-21 09:30:00,Yonge and Bloor,6,Sunday
17,18,11,12,16,16,16,19,2024-04-21 09:45:00,Yonge and Bloor,6,Sunday
39,38,37,35,47,42,37,38,2024-04-21 10:00:00,Yonge and Bloor,6,Sunday
38,38,43,43,33,40,36,46,2024-04-21 10:15:00,Yonge and Bloor,6,Sunday
35,43,42,36,34,33,33,46,2024-04-21 10:30:00,Yonge and Bloor,6,Sunday
39,37,42,29,37,45,39,43,2024-04-21 10:45:00,Yonge and Bloor,6,Sunday
34,42,44,44,32,37,35,38,2024-04-21 11:00:00,Yonge and Bloor,6,Sunday
36,37,41,42,38,37,35,33,2024-04-21 11:15:00,Yonge and Bloor,6,Sunday
31,39,35,29,33,36,45,45,2024-04-21 11:30:00,Yonge and Bloor,6,Sunday
40,37,29,44,46,36,34,42,2024-04-21 11:45:00,Yonge and Bloor,6,Sunday
25,24,22,26,26,30,30,26,2024-04-21 12:00:00,Yonge and Bloor,6,Sunday
26,22,25,21,26,26,29,26,2024-04-21 12:15:00,Yonge and Bloor,6,Sunday
23,26,22,25,29,25,27,26,2024-04-21 12:30:00,Yonge and Bloor,6,Sunday
25,23,25,23,28,27,23,28,2024-04-21 12:45:00,Yonge and Bloor,6,Sunday
13,16,16,14,21,14,15,15,2024-04-21 13:00:00,Yonge and Bloor,6,Sunday
13,18,16,14,14,18,15,15,2024-04-21 13:15:00,Yonge and Bloor,6,Sunday
16,12,11,16,17,15,15,21,2024-04-21 13:30:00,Yonge and Bloor,6,Sunday
13,14,18,13,16,21,13,20,2024-04-21 13:45:00,Yonge and Bloor,6,Sunday
11,11,13,17,21,15,13,15,2024-04-21 14:00:00,Yonge and Bloor,6,Sunday
22,18,15,11,19,18,18,18,2024-04-21 14:15:00,Yonge and Bloor,6,Sunday
14,17,16,15,21,18,16,21,2024-04-21 14:30:00,Yonge and Bloor,6,Sunday
17,11,11,16,16,16,17,20,2024-04-21 14:45:00,Yonge and Bloor,6,Sunday
18,12,14,12,16,23,14,19,2024-04-21 15:00:00,Yonge and Bloor,6,Sunday
17,18,13,12,16,14,19,21,2024-04-21 15:15:00,Yonge and Bloor,6,Sunday
17,14,12,14,18,15,19,21,2024-04-21 15:30:00,Yonge and Bloor,6,Sunday
13,18,12,15,19,17,18,18,2024-04-21 15:45:00,Yonge and Bloor,6,Sunday
17,15,15,18,20,19,15,20,2024-04-21 16:00:00,Yonge and Bloor,6,Sunday
12,15,17,15,17,16,15,18,2024-04-21 16:15:00,Yonge and Bloor,6,Sunday
16,16,13,18,16,23,15,21,2024-04-21 16:30:00,Yonge and Bloor,6,Sunday
18,13,18,13,16,19,14,20,2024-04-21 16:45:00,Yonge and Bloor,6,Sunday
31,33,38,36,32,40,36,46,2024-04-21 17:00:00,Yonge and Bloor,6,Sunday
34,35,34,30,33,40,31,36,2024-04-21 17:15:00,Yonge and Bloor,6,Sunday
31,30,44,35,35,35,42,38,2024-04-21 17:30:00,Yonge and Bloor,6,Sunday
32,41,39,42,35,35,48,35,2024-04-21 17:45:00,Yonge and Bloor,6,Sunday
34,29,41,44,38,34,42,37,2024-04-21 18:00:00,Yonge and Bloor,6,Sunday
36,38,41,36,43,31,40,34,2024-04-21 18:15:00,Yonge and Bloor,6,Sunday
42,29,34,43,46,31,36,38,2024-04-21 18:30:00,Yonge and Bloor,6,Sunday
29,39,39,31,38,37,42,34,2024-04-21 18:45:00,Yonge and Bloor,6,Sunday
16,15,14,14,20,16,14,14,2024-04-21 19:00:00,Yonge and Bloor,6,Sunday
11,15,16,12,19,17,22,20,2024-04-21 19:15:00,Yonge and Bloor,6,Sunday
17,18,12,17,20,14,20,21,2024-04-21 19:30:00,Yonge and Bloor,6,Sunday
12,15,18,16,17,20,18,14,2024-04-21 19:45:00,Yonge and Bloor,6,Sunday
17,18,15,18,14,15,19,21,2024-04-21 20:00:00,Yonge and Bloor,6,Sunday
15,18,15,15,20,18,15,20,2024-04-21 20:15:00,Yonge and Bloor,6,Sunday
14,15,17,13,16,20,19,16,2024-04-21 20:30:00,Yonge and Bloor,6,Sunday
11,15,12,16,16,23,22,19,2024-04-21 20:45:00,Yonge and Bloor,6,Sunday
14,12,16,11,16,20,18,16,2024-04-21 21:00:00,Yonge and Bloor,6,Sunday
18,18,16,14,16,16,22,18,2024-04-21 21:15:00,Yonge and Bloor,6,Sunday
15,17,18,13,19,20,17,14,2024-04-21 21:30:00,Yonge and Bloor,6,Sunday
12,13,16,16,15,14,18,18,2024-04-21 21:45:00,Yonge and Bloor,6,Sunday
16,11,18,17,15,19,18,16,2024-04-21 22:00:00,Yonge and Bloor,6,Sunday
15,14,13,15,14,21,16,16,2024-04-21 22:15:00,Yonge and Bloor,6,Sunday
21,18,16,17,19,19,16,20,2024-04-21 22:30:00,Yonge and Bloor,6,Sunday
16,15,14,14,18,19,16,18,2024-04-21 22:45:00,Yonge and Bloor,6,Sunday
3,3,4,3,7,9,5,8,2024-04-21 23:00:00,Yonge and Bloor,6,Sunday
5,3,7,5,6,7,6,7,2024-04-21 23:15:00,Yonge and Bloor,6,Sunday
4,3,3,4,7,10,7,6,2024-04-21 23:30:00,Yonge and Bloor,6,Sunday
5,3,4,5,7,5,5,6,2024-04-21 23:45:00,Yonge and Bloor,6,Sunday
3,3,4,1,7,9,5,5,2024-04-22 00:00:00,Yonge and Bloor,0,Monday
3,4,1,4,6,9,3,4,2024-04-22 00:15:00,Yonge and Bloor,0,Monday
4,2,3,2,5,6,5,4,2024-04-22 00:30:00,Yonge and Bloor,0,Monday
1,2,2,4,5,4,3,6,2024-04-22 00:45:00,Yonge and Bloor,0,Monday
2,2,3,3,6,7,6,5,2024-04-22 01:00:00,Yonge and Bloor,0,Monday
4,2,4,2,4,4,6,4,2024-04-22 01:15:00,Yonge and Bloor,0,Monday
1,1,6,4,5,5,3,7,2024-04-22 01:30:00,Yonge and Bloor,0,Monday
4,4,4,4,7,6,7,6,2024-04-22 01:45:00,Yonge and Bloor,0,Monday
3,3,1,3,6,6,5,6,2024-04-22 02:00:00,Yonge and Bloor,0,Monday
